ID_Local,País,UF,Cidade,Codigo
2724,Brasil,Minas Gerais,Monte Santo de Minas,BrasilMinas GeraisMonte Santo de Minas
2725,Brasil,Tocantins,Monte Santo do Tocantins,BrasilTocantinsMonte Santo do Tocantins
2726,Brasil,Minas Gerais,Monte Sião,BrasilMinas GeraisMonte Sião
2727,Brasil,Paraíba,Monteiro,BrasilParaíbaMonteiro
2728,Brasil,Alagoas,Monteirópolis,BrasilAlagoasMonteirópolis
2729,Brasil,Rio Grande do Sul,Montenegro,BrasilRio Grande do SulMontenegro
2730,Brasil,Maranhão,Montes Altos,BrasilMaranhãoMontes Altos
2731,Brasil,Minas Gerais,Montes Claros,BrasilMinas GeraisMontes Claros
2732,Brasil,Goiás,Montes Claros de Goiás,BrasilGoiásMontes Claros de Goiás
2733,Brasil,Goiás,Montividiu,BrasilGoiásMontividiu
2734,Brasil,Goiás,Montividiu do Norte,BrasilGoiásMontividiu do Norte
2735,Brasil,Ceará,Morada Nova,BrasilCearáMorada Nova
2736,Brasil,Minas Gerais,Morada Nova de Minas,BrasilMinas GeraisMorada Nova de Minas
2737,Brasil,Ceará,Moraújo,BrasilCearáMoraújo
2738,Brasil,Pernambuco,Moreilândia,BrasilPernambucoMoreilândia
2739,Brasil,Paraná,Moreira Sales,BrasilParanáMoreira Sales
2740,Brasil,Pernambuco,Moreno,BrasilPernambucoMoreno
2741,Brasil,Paraná,Morretes,BrasilParanáMorretes
2742,Brasil,Goiás,Morrinhos,BrasilGoiásMorrinhos
2743,Brasil,Ceará,Morrinhos,BrasilCearáMorrinhos
2744,Brasil,Rio Grande do Sul,Morrinhos do Sul,BrasilRio Grande do SulMorrinhos do Sul
2745,Brasil,São Paulo,Morro Agudo,BrasilSão PauloMorro Agudo
2746,Brasil,Goiás,Morro Agudo de Goiás,BrasilGoiásMorro Agudo de Goiás
2747,Brasil,Piauí,Morro Cabeça no Tempo,BrasilPiauíMorro Cabeça no Tempo
2748,Brasil,Santa Catarina,Morro da Fumaça,BrasilSanta CatarinaMorro da Fumaça
2749,Brasil,Minas Gerais,Morro da Garça,BrasilMinas GeraisMorro da Garça
2750,Brasil,Bahia,Morro do Chapéu,BrasilBahiaMorro do Chapéu
2751,Brasil,Piauí,Morro do Chapéu do Piauí,BrasilPiauíMorro do Chapéu do Piauí
2752,Brasil,Minas Gerais,Morro do Pilar,BrasilMinas GeraisMorro do Pilar
2753,Brasil,Rio Grande do Sul,Morro Redondo,BrasilRio Grande do SulMorro Redondo
2754,Brasil,Rio Grande do Sul,Morro Reuter,BrasilRio Grande do SulMorro Reuter
2755,Brasil,Maranhão,Morros,BrasilMaranhãoMorros
2756,Brasil,Bahia,Mortugaba,BrasilBahiaMortugaba
2757,Brasil,São Paulo,Morungaba,BrasilSão PauloMorungaba
2758,Brasil,Goiás,Mossâmedes,BrasilGoiásMossâmedes
2759,Brasil,Rio Grande do Norte,Mossoró,BrasilRio Grande do NorteMossoró
2760,Brasil,Rio Grande do Sul,Mostardas,BrasilRio Grande do SulMostardas
2761,Brasil,São Paulo,Motuca,BrasilSão PauloMotuca
2762,Brasil,Goiás,Mozarlândia,BrasilGoiásMozarlândia
2763,Brasil,Pará,Muaná,BrasilParáMuaná
2764,Brasil,Roraima,Mucajaí,BrasilRoraimaMucajaí
2765,Brasil,Bahia,Mucugê,BrasilBahiaMucugê
2766,Brasil,Rio Grande do Sul,Muçum,BrasilRio Grande do SulMuçum
2767,Brasil,Bahia,Mucuri,BrasilBahiaMucuri
2768,Brasil,Espírito Santo,Mucurici,BrasilEspírito SantoMucurici
2769,Brasil,Rio Grande do Sul,Muitos Capões,BrasilRio Grande do SulMuitos Capões
2770,Brasil,Rio Grande do Sul,Muliterno,BrasilRio Grande do SulMuliterno
2771,Brasil,Ceará,Mulungu,BrasilCearáMulungu
2772,Brasil,Paraíba,Mulungu,BrasilParaíbaMulungu
2773,Brasil,Bahia,Mulungu do Morro,BrasilBahiaMulungu do Morro
2774,Brasil,Mato Grosso do Sul,Mundo Novo,BrasilMato Grosso do SulMundo Novo
2775,Brasil,Goiás,Mundo Novo,BrasilGoiásMundo Novo
2776,Brasil,Bahia,Mundo Novo,BrasilBahiaMundo Novo
2777,Brasil,Bahia,Muniz Ferreira,BrasilBahiaMuniz Ferreira
2778,Brasil,Espírito Santo,Muniz Freire,BrasilEspírito SantoMuniz Freire
2779,Brasil,Bahia,Muquém do São Francisco,BrasilBahiaMuquém do São Francisco
2780,Brasil,Espírito Santo,Muqui,BrasilEspírito SantoMuqui
2781,Brasil,Minas Gerais,Muriaé,BrasilMinas GeraisMuriaé
2782,Brasil,Sergipe,Muribeca,BrasilSergipeMuribeca
2783,Brasil,Alagoas,Murici,BrasilAlagoasMurici
2784,Brasil,Piauí,Murici dos Portelas,BrasilPiauíMurici dos Portelas
2785,Brasil,Tocantins,Muricilândia,BrasilTocantinsMuricilândia
2786,Brasil,Bahia,Muritiba,BrasilBahiaMuritiba
2787,Brasil,Bahia,Mutuípe,BrasilBahiaMutuípe
2788,Brasil,Minas Gerais,Mutum,BrasilMinas GeraisMutum
2789,Brasil,Goiás,Mutunópolis,BrasilGoiásMutunópolis
2790,Brasil,Minas Gerais,Muzambinho,BrasilMinas GeraisMuzambinho
2791,Brasil,Minas Gerais,Nanuque,BrasilMinas GeraisNanuque
2792,Brasil,Rio Grande do Sul,Não-Me-Toque,BrasilRio Grande do SulNão-Me-Toque
2793,Brasil,Minas Gerais,Naque,BrasilMinas GeraisNaque
2794,Brasil,São Paulo,Narandiba,BrasilSão PauloNarandiba
2795,Brasil,Rio Grande do Norte,Natal,BrasilRio Grande do NorteNatal
2796,Brasil,Minas Gerais,Natércia,BrasilMinas GeraisNatércia
2797,Brasil,Tocantins,Natividade,BrasilTocantinsNatividade
2798,Brasil,Rio de Janeiro,Natividade,BrasilRio de JaneiroNatividade
2799,Brasil,Paraíba,Natuba,BrasilParaíbaNatuba
2800,Brasil,Santa Catarina,Navegantes,BrasilSanta CatarinaNavegantes
2801,Brasil,Mato Grosso do Sul,Naviraí,BrasilMato Grosso do SulNaviraí
2802,Brasil,Bahia,Nazaré,BrasilBahiaNazaré
2803,Brasil,Pernambuco,Nazaré da Mata,BrasilPernambucoNazaré da Mata
2804,Brasil,São Paulo,Nazaré Paulista,BrasilSão PauloNazaré Paulista
2805,Brasil,Minas Gerais,Nazareno,BrasilMinas GeraisNazareno
2806,Brasil,Paraíba,Nazarezinho,BrasilParaíbaNazarezinho
2807,Brasil,Piauí,Nazária,BrasilPiauíNazária
2808,Brasil,Goiás,Nazário,BrasilGoiásNazário
2809,Brasil,Sergipe,Neópolis,BrasilSergipeNeópolis
2810,Brasil,Minas Gerais,Nepomuceno,BrasilMinas GeraisNepomuceno
2811,Brasil,Goiás,Nerópolis,BrasilGoiásNerópolis
2812,Brasil,São Paulo,Neves Paulista,BrasilSão PauloNeves Paulista
2813,Brasil,Amazonas,Nhamundá,BrasilAmazonasNhamundá
2814,Brasil,São Paulo,Nhandeara,BrasilSão PauloNhandeara
2815,Brasil,Bahia,Nilo Peçanha,BrasilBahiaNilo Peçanha
2816,Brasil,Maranhão,Nina Rodrigues,BrasilMaranhãoNina Rodrigues
2817,Brasil,Mato Grosso do Sul,Nioaque,BrasilMato Grosso do SulNioaque
2818,Brasil,Goiás,Niquelândia,BrasilGoiásNiquelândia
2819,Brasil,Rio Grande do Norte,Nísia Floresta,BrasilRio Grande do NorteNísia Floresta
2820,Brasil,Rio de Janeiro,Niterói,BrasilRio de JaneiroNiterói
2821,Brasil,Mato Grosso,Nobres,BrasilMato GrossoNobres
2822,Brasil,Rio Grande do Sul,Nonoai,BrasilRio Grande do SulNonoai
2823,Brasil,Bahia,Nordestina,BrasilBahiaNordestina
2824,Brasil,Roraima,Normândia,BrasilRoraimaNormândia
2825,Brasil,Mato Grosso,Nortelândia,BrasilMato GrossoNortelândia
2826,Brasil,Sergipe,Nossa Senhora Aparecida,BrasilSergipeNossa Senhora Aparecida
2827,Brasil,Sergipe,Nossa Senhora da Glória,BrasilSergipeNossa Senhora da Glória
2828,Brasil,Sergipe,Nossa Senhora das Dores,BrasilSergipeNossa Senhora das Dores
2829,Brasil,Sergipe,Nossa Senhora de Lourdes,BrasilSergipeNossa Senhora de Lourdes
2830,Brasil,Piauí,Nossa Senhora de Nazaré,BrasilPiauíNossa Senhora de Nazaré
2831,Brasil,Mato Grosso,Nossa Senhora do Livramento,BrasilMato GrossoNossa Senhora do Livramento
2832,Brasil,Sergipe,Nossa Senhora do Socorro,BrasilSergipeNossa Senhora do Socorro
2833,Brasil,Piauí,Nossa Senhora dos Remédios,BrasilPiauíNossa Senhora dos Remédios
2834,Brasil,Paraná,Nova Aliança do Ivaí,BrasilParanáNova Aliança do Ivaí
2835,Brasil,Rio Grande do Sul,Nova Alvorada,BrasilRio Grande do SulNova Alvorada
2836,Brasil,Mato Grosso do Sul,Nova Alvorada do Sul,BrasilMato Grosso do SulNova Alvorada do Sul
2837,Brasil,Goiás,Nova América,BrasilGoiásNova América
2838,Brasil,Mato Grosso do Sul,Nova Andradina,BrasilMato Grosso do SulNova Andradina
2839,Brasil,Rio Grande do Sul,Nova Araçá,BrasilRio Grande do SulNova Araçá
2840,Brasil,Paraná,Nova Aurora,BrasilParanáNova Aurora
2841,Brasil,Mato Grosso,Nova Bandeirantes,BrasilMato GrossoNova Bandeirantes
2842,Brasil,Rio Grande do Sul,Nova Bassano,BrasilRio Grande do SulNova Bassano
2843,Brasil,Mato Grosso,Nova Brasilândia,BrasilMato GrossoNova Brasilândia
2844,Brasil,Rondônia,"Nova Brasilândia D,Oeste","BrasilRondôniaNova Brasilândia D,Oeste"
2845,Brasil,São Paulo,Nova Campina,BrasilSão PauloNova Campina
2846,Brasil,Mato Grosso,Nova Canaã do Norte,BrasilMato GrossoNova Canaã do Norte
2847,Brasil,Paraná,Nova Cantu,BrasilParanáNova Cantu
2848,Brasil,Maranhão,Nova Colinas,BrasilMaranhãoNova Colinas
2849,Brasil,Goiás,Nova Crixás,BrasilGoiásNova Crixás
2850,Brasil,Rio Grande do Norte,Nova Cruz,BrasilRio Grande do NorteNova Cruz
2851,Brasil,Minas Gerais,Nova Era,BrasilMinas GeraisNova Era
2852,Brasil,Santa Catarina,Nova Erechim,BrasilSanta CatarinaNova Erechim
2853,Brasil,Paraná,Nova Esperança,BrasilParanáNova Esperança
2854,Brasil,Pará,Nova Esperança do Piriá,BrasilParáNova Esperança do Piriá
2855,Brasil,Paraná,Nova Esperança do Sudoeste,BrasilParanáNova Esperança do Sudoeste
2856,Brasil,Rio Grande do Sul,Nova Esperança do Sul,BrasilRio Grande do SulNova Esperança do Sul
2857,Brasil,Paraná,Nova Fátima,BrasilParanáNova Fátima
2858,Brasil,Bahia,Nova Fátima,BrasilBahiaNova Fátima
2859,Brasil,Rio de Janeiro,Nova Friburgo,BrasilRio de JaneiroNova Friburgo
2860,Brasil,Goiás,Nova Glória,BrasilGoiásNova Glória
2861,Brasil,São Paulo,Nova Granada,BrasilSão PauloNova Granada
2862,Brasil,Mato Grosso,Nova Guarita,BrasilMato GrossoNova Guarita
2863,Brasil,Bahia,Nova Ibiá,BrasilBahiaNova Ibiá
2864,Brasil,Rio de Janeiro,Nova Iguaçu,BrasilRio de JaneiroNova Iguaçu
2865,Brasil,São Paulo,Nova Independência,BrasilSão PauloNova Independência
2866,Brasil,Maranhão,Nova Iorque,BrasilMaranhãoNova Iorque
2867,Brasil,Pará,Nova Ipixuna,BrasilParáNova Ipixuna
2868,Brasil,Mato Grosso,Nova Lacerda,BrasilMato GrossoNova Lacerda
2869,Brasil,Paraná,Nova Laranjeiras,BrasilParanáNova Laranjeiras
2870,Brasil,Minas Gerais,Nova Lima,BrasilMinas GeraisNova Lima
2871,Brasil,Paraná,Nova Londrina,BrasilParanáNova Londrina
2872,Brasil,Rondônia,Nova Mamoré,BrasilRondôniaNova Mamoré
2873,Brasil,Mato Grosso,Nova Marilândia,BrasilMato GrossoNova Marilândia
2874,Brasil,Mato Grosso,Nova Maringá,BrasilMato GrossoNova Maringá
2875,Brasil,Mato Grosso,Nova Monte Verde,BrasilMato GrossoNova Monte Verde
2876,Brasil,Mato Grosso,Nova Mutum,BrasilMato GrossoNova Mutum
2877,Brasil,Mato Grosso,Nova Nazaré,BrasilMato GrossoNova Nazaré
2878,Brasil,São Paulo,Nova Odessa,BrasilSão PauloNova Odessa
2879,Brasil,Mato Grosso,Nova Olímpia,BrasilMato GrossoNova Olímpia
2880,Brasil,Paraná,Nova Olímpia,BrasilParanáNova Olímpia
2881,Brasil,Ceará,Nova Olinda,BrasilCearáNova Olinda
2882,Brasil,Tocantins,Nova Olinda,BrasilTocantinsNova Olinda
2883,Brasil,Paraíba,Nova Olinda,BrasilParaíbaNova Olinda
2884,Brasil,Maranhão,Nova Olinda do Maranhão,BrasilMaranhãoNova Olinda do Maranhão
2885,Brasil,Amazonas,Nova Olinda do Norte,BrasilAmazonasNova Olinda do Norte
2886,Brasil,Rio Grande do Sul,Nova Pádua,BrasilRio Grande do SulNova Pádua
2887,Brasil,Rio Grande do Sul,Nova Palma,BrasilRio Grande do SulNova Palma
2888,Brasil,Paraíba,Nova Palmeira,BrasilParaíbaNova Palmeira
2889,Brasil,Rio Grande do Sul,Nova Petrópolis,BrasilRio Grande do SulNova Petrópolis
2890,Brasil,Minas Gerais,Nova Ponte,BrasilMinas GeraisNova Ponte
2891,Brasil,Minas Gerais,Nova Porteirinha,BrasilMinas GeraisNova Porteirinha
2892,Brasil,Rio Grande do Sul,Nova Prata,BrasilRio Grande do SulNova Prata
2893,Brasil,Paraná,Nova Prata do Iguaçu,BrasilParanáNova Prata do Iguaçu
2894,Brasil,Rio Grande do Sul,Nova Ramada,BrasilRio Grande do SulNova Ramada
2895,Brasil,Bahia,Nova Redenção,BrasilBahiaNova Redenção
2896,Brasil,Minas Gerais,Nova Resende,BrasilMinas GeraisNova Resende
2897,Brasil,Goiás,Nova Roma,BrasilGoiásNova Roma
2898,Brasil,Tocantins,Nova Rosalândia,BrasilTocantinsNova Rosalândia
2899,Brasil,Ceará,Nova Russas,BrasilCearáNova Russas
2900,Brasil,Paraná,Nova Santa Bárbara,BrasilParanáNova Santa Bárbara
2901,Brasil,Rio Grande do Sul,Nova Santa Rita,BrasilRio Grande do SulNova Santa Rita
2902,Brasil,Minas Gerais,Nova Serrana,BrasilMinas GeraisNova Serrana
2903,Brasil,Paraná,Nova Tebas,BrasilParanáNova Tebas
2904,Brasil,Pará,Nova Timboteua,BrasilParáNova Timboteua
2905,Brasil,Santa Catarina,Nova Trento,BrasilSanta CatarinaNova Trento
2906,Brasil,Mato Grosso,Nova Ubiratã,BrasilMato GrossoNova Ubiratã
2907,Brasil,Minas Gerais,Nova União,BrasilMinas GeraisNova União
2908,Brasil,Rondônia,Nova União,BrasilRondôniaNova União
2909,Brasil,Espírito Santo,Nova Venécia,BrasilEspírito SantoNova Venécia
2910,Brasil,Santa Catarina,Nova Veneza,BrasilSanta CatarinaNova Veneza
2911,Brasil,Goiás,Nova Veneza,BrasilGoiásNova Veneza
2912,Brasil,Bahia,Nova Viçosa,BrasilBahiaNova Viçosa
2913,Brasil,Mato Grosso,Nova Xavantina,BrasilMato GrossoNova Xavantina
2914,Brasil,Tocantins,Novo Acordo,BrasilTocantinsNovo Acordo
2915,Brasil,Amazonas,Novo Airão,BrasilAmazonasNovo Airão
2916,Brasil,Tocantins,Novo Alegre,BrasilTocantinsNovo Alegre
2917,Brasil,Amazonas,Novo Aripuanã,BrasilAmazonasNovo Aripuanã
2918,Brasil,Rio Grande do Sul,Novo Cabrais,BrasilRio Grande do SulNovo Cabrais
2919,Brasil,Minas Gerais,Novo Cruzeiro,BrasilMinas GeraisNovo Cruzeiro
2920,Brasil,Goiás,Novo Gama,BrasilGoiásNovo Gama
2921,Brasil,Rio Grande do Sul,Novo Hamburgo,BrasilRio Grande do SulNovo Hamburgo
2922,Brasil,São Paulo,Novo Horizonte,BrasilSão PauloNovo Horizonte
2923,Brasil,Santa Catarina,Novo Horizonte,BrasilSanta CatarinaNovo Horizonte
2924,Brasil,Bahia,Novo Horizonte,BrasilBahiaNovo Horizonte
2925,Brasil,Rondônia,Novo Horizonte do Oeste,BrasilRondôniaNovo Horizonte do Oeste
2926,Brasil,Mato Grosso do Sul,Novo Horizonte do Sul,BrasilMato Grosso do SulNovo Horizonte do Sul
2927,Brasil,Alagoas,Novo Lino,BrasilAlagoasNovo Lino
2928,Brasil,Rio Grande do Sul,Novo Machado,BrasilRio Grande do SulNovo Machado
2929,Brasil,Mato Grosso,Novo Mundo,BrasilMato GrossoNovo Mundo
2930,Brasil,Ceará,Novo Oriente,BrasilCearáNovo Oriente
2931,Brasil,Minas Gerais,Novo Oriente de Minas,BrasilMinas GeraisNovo Oriente de Minas
2932,Brasil,Piauí,Novo Oriente do Piauí,BrasilPiauíNovo Oriente do Piauí
2933,Brasil,Goiás,Novo Planalto,BrasilGoiásNovo Planalto
2934,Brasil,Pará,Novo Progresso,BrasilParáNovo Progresso
2935,Brasil,Pará,Novo Repartimento,BrasilParáNovo Repartimento
2936,Brasil,Piauí,Novo Santo Antônio,BrasilPiauíNovo Santo Antônio
2937,Brasil,Mato Grosso,Novo Santo Antônio,BrasilMato GrossoNovo Santo Antônio
2938,Brasil,Mato Grosso,Novo São Joaquim,BrasilMato GrossoNovo São Joaquim
2939,Brasil,Minas Gerais,Novorizonte,BrasilMinas GeraisNovorizonte
2940,Brasil,São Paulo,Nuporanga,BrasilSão PauloNuporanga
2941,Brasil,Pará,Óbidos,BrasilParáÓbidos
2942,Brasil,Ceará,Ocara,BrasilCearáOcara
2943,Brasil,São Paulo,Ocauçu,BrasilSão PauloOcauçu
2944,Brasil,Piauí,Oeiras,BrasilPiauíOeiras
2945,Brasil,Pará,Oeiras do Pará,BrasilParáOeiras do Pará
2946,Brasil,Amapá,Oiapoque,BrasilAmapáOiapoque
2947,Brasil,Alagoas,"Olho D,Água das Flores","BrasilAlagoasOlho D,Água das Flores"
2948,Brasil,Rio Grande do Norte,"Olho D,Água do Borges","BrasilRio Grande do NorteOlho D,Água do Borges"
2949,Brasil,Alagoas,"Olho D,Água do Casado","BrasilAlagoasOlho D,Água do Casado"
2950,Brasil,Alagoas,"Olho D,Água Grande","BrasilAlagoasOlho D,Água Grande"
2951,Brasil,Minas Gerais,"Olhos D,Água","BrasilMinas GeraisOlhos D,Água"
2952,Brasil,São Paulo,Olímpia,BrasilSão PauloOlímpia
2953,Brasil,Minas Gerais,Olímpio Noronha,BrasilMinas GeraisOlímpio Noronha
2954,Brasil,Pernambuco,Olinda,BrasilPernambucoOlinda
2955,Brasil,Bahia,Olindina,BrasilBahiaOlindina
2956,Brasil,Paraíba,Olivedos,BrasilParaíbaOlivedos
2957,Brasil,Minas Gerais,Oliveira,BrasilMinas GeraisOliveira
2958,Brasil,Tocantins,Oliveira de Fátima,BrasilTocantinsOliveira de Fátima
2959,Brasil,Bahia,Oliveira dos Brejinhos,BrasilBahiaOliveira dos Brejinhos
2960,Brasil,Minas Gerais,Oliveira Fortes,BrasilMinas GeraisOliveira Fortes
2961,Brasil,Alagoas,Olivença,BrasilAlagoasOlivença
2962,Brasil,Minas Gerais,Onça de Pitangui,BrasilMinas GeraisOnça de Pitangui
2963,Brasil,São Paulo,Onda Verde,BrasilSão PauloOnda Verde
2964,Brasil,Minas Gerais,Oratórios,BrasilMinas GeraisOratórios
2965,Brasil,São Paulo,Oriente,BrasilSão PauloOriente
2966,Brasil,São Paulo,Orindiúva,BrasilSão PauloOrindiúva
2967,Brasil,Pará,Oriximiná,BrasilParáOriximiná
2968,Brasil,Pará,Oriximiná - Porto Trombetas,BrasilParáOriximiná - Porto Trombetas
2969,Brasil,Goiás,Orizona,BrasilGoiásOrizona
2970,Brasil,São Paulo,Orlândia,BrasilSão PauloOrlândia
2971,Brasil,Santa Catarina,Orleans,BrasilSanta CatarinaOrleans
2972,Brasil,Pernambuco,Orobó,BrasilPernambucoOrobó
2973,Brasil,Pernambuco,Orocó,BrasilPernambucoOrocó
2974,Brasil,Ceará,Orós,BrasilCearáOrós
2975,Brasil,Paraná,Ortigueira,BrasilParanáOrtigueira
2976,Brasil,São Paulo,Osasco,BrasilSão PauloOsasco
2977,Brasil,São Paulo,Oscar Bressane,BrasilSão PauloOscar Bressane
2978,Brasil,Rio Grande do Sul,Osório,BrasilRio Grande do SulOsório
2979,Brasil,São Paulo,Osvaldo Cruz,BrasilSão PauloOsvaldo Cruz
2980,Brasil,Santa Catarina,Otacílio Costa,BrasilSanta CatarinaOtacílio Costa
2981,Brasil,Pará,Ourém,BrasilParáOurém
2982,Brasil,Bahia,Ouriçangas,BrasilBahiaOuriçangas
2983,Brasil,Pernambuco,Ouricuri,BrasilPernambucoOuricuri
2984,Brasil,Pará,Ourilândia do Norte,BrasilParáOurilândia do Norte
2985,Brasil,São Paulo,Ourinhos,BrasilSão PauloOurinhos
2986,Brasil,Alagoas,Ouro Branco,BrasilAlagoasOuro Branco
2987,Brasil,Minas Gerais,Ouro Branco,BrasilMinas GeraisOuro Branco
2988,Brasil,Rio Grande do Norte,Ouro Branco,BrasilRio Grande do NorteOuro Branco
2989,Brasil,Minas Gerais,Ouro Fino,BrasilMinas GeraisOuro Fino
2990,Brasil,Minas Gerais,Ouro Preto,BrasilMinas GeraisOuro Preto
2991,Brasil,Rondônia,Ouro Preto do Oeste,BrasilRondôniaOuro Preto do Oeste
2992,Brasil,Paraíba,Ouro Velho,BrasilParaíbaOuro Velho
2993,Brasil,Santa Catarina,Ouro Verde,BrasilSanta CatarinaOuro Verde
2994,Brasil,Paraná,Ouro Verde do Oeste,BrasilParanáOuro Verde do Oeste
2995,Brasil,São Paulo,Ouroeste,BrasilSão PauloOuroeste
2996,Brasil,Bahia,Ourolândia,BrasilBahiaOurolândia
2997,Brasil,São Paulo,Pacaembu,BrasilSão PauloPacaembu
2998,Brasil,Pará,Pacajá,BrasilParáPacajá
2999,Brasil,Ceará,Pacajus,BrasilCearáPacajus
3000,Brasil,Roraima,Pacaraima,BrasilRoraimaPacaraima
3001,Brasil,Sergipe,Pacatuba,BrasilSergipePacatuba
3002,Brasil,Ceará,Pacatuba,BrasilCearáPacatuba
3003,Brasil,Maranhão,Paço do Lumiar,BrasilMaranhãoPaço do Lumiar
3004,Brasil,Ceará,Pacoti,BrasilCearáPacoti
3005,Brasil,Ceará,Pacujá,BrasilCearáPacujá
3006,Brasil,Goiás,Padre Bernardo,BrasilGoiásPadre Bernardo
3007,Brasil,Minas Gerais,Padre Carvalho,BrasilMinas GeraisPadre Carvalho
3008,Brasil,Piauí,Padre Marcos,BrasilPiauíPadre Marcos
3009,Brasil,Minas Gerais,Padre Paraíso,BrasilMinas GeraisPadre Paraíso
3010,Brasil,Piauí,Paes Landim,BrasilPiauíPaes Landim
3011,Brasil,Minas Gerais,Pai Pedro,BrasilMinas GeraisPai Pedro
3012,Brasil,Santa Catarina,Paial,BrasilSanta CatarinaPaial
3013,Brasil,Rio Grande do Sul,Paim Filho,BrasilRio Grande do SulPaim Filho
3014,Brasil,Minas Gerais,Pains,BrasilMinas GeraisPains
3015,Brasil,Minas Gerais,Paiva,BrasilMinas GeraisPaiva
3016,Brasil,Piauí,Pajeú do Piauí,BrasilPiauíPajeú do Piauí
3017,Brasil,São Paulo,Palestina,BrasilSão PauloPalestina
3018,Brasil,Goiás,Palestina de Goiás,BrasilGoiásPalestina de Goiás
3019,Brasil,Pará,Palestina do Pará,BrasilParáPalestina do Pará
3020,Brasil,Ceará,Palhano,BrasilCearáPalhano
3021,Brasil,Santa Catarina,Palhoça,BrasilSanta CatarinaPalhoça
3022,Brasil,Minas Gerais,Palma,BrasilMinas GeraisPalma
3023,Brasil,Santa Catarina,Palma Sola,BrasilSanta CatarinaPalma Sola
3024,Brasil,Ceará,Palmácia,BrasilCearáPalmácia
3025,Brasil,Pernambuco,Palmares,BrasilPernambucoPalmares
3026,Brasil,Rio Grande do Sul,Palmares do Sul,BrasilRio Grande do SulPalmares do Sul
3027,Brasil,Tocantins,Palmas,BrasilTocantinsPalmas
3028,Brasil,Paraná,Palmas,BrasilParanáPalmas
3029,Brasil,Bahia,Palmas de Monte Alto,BrasilBahiaPalmas de Monte Alto
3030,Brasil,Paraná,Palmeira,BrasilParanáPalmeira
3031,Brasil,Santa Catarina,Palmeira,BrasilSanta CatarinaPalmeira
3032,Brasil,Rio Grande do Sul,Palmeira das Missões,BrasilRio Grande do SulPalmeira das Missões
3033,Brasil,Piauí,Palmeira do Piauí,BrasilPiauíPalmeira do Piauí
3034,Brasil,Tocantins,Palmeira do Tocantins,BrasilTocantinsPalmeira do Tocantins
3035,Brasil,Alagoas,Palmeira dos Índios,BrasilAlagoasPalmeira dos Índios
3036,Brasil,Piauí,Palmeirais,BrasilPiauíPalmeirais
3037,Brasil,Maranhão,Palmeirândia,BrasilMaranhãoPalmeirândia
3038,Brasil,Tocantins,Palmeirante,BrasilTocantinsPalmeirante
3039,Brasil,Bahia,Palmeiras,BrasilBahiaPalmeiras
3040,Brasil,Goiás,Palmeiras de Goiás,BrasilGoiásPalmeiras de Goiás
3041,Brasil,Tocantins,Palmeirópolis,BrasilTocantinsPalmeirópolis
3042,Brasil,Goiás,Palminópolis,BrasilGoiásPalminópolis
3043,Brasil,São Paulo,Palmital,BrasilSão PauloPalmital
3044,Brasil,Paraná,Palmital,BrasilParanáPalmital
3045,Brasil,Rio Grande do Sul,Palmitinho,BrasilRio Grande do SulPalmitinho
3046,Brasil,Santa Catarina,Palmitos,BrasilSanta CatarinaPalmitos
3047,Brasil,Paraná,Palotina,BrasilParanáPalotina
3048,Brasil,Goiás,Panamá,BrasilGoiásPanamá
3049,Brasil,Rio Grande do Sul,Panambi,BrasilRio Grande do SulPanambi
3050,Brasil,Espírito Santo,Pancas,BrasilEspírito SantoPancas
3051,Brasil,Pernambuco,Panelas,BrasilPernambucoPanelas
3052,Brasil,São Paulo,Panorama,BrasilSão PauloPanorama
3053,Brasil,Rio Grande do Sul,Pântano Grande,BrasilRio Grande do SulPântano Grande
3054,Brasil,Alagoas,Pão de Açúcar,BrasilAlagoasPão de Açúcar
3055,Brasil,Minas Gerais,Papagaios,BrasilMinas GeraisPapagaios
3056,Brasil,Santa Catarina,Papanduva,BrasilSanta CatarinaPapanduva
3057,Brasil,Piauí,Paquetá,BrasilPiauíPaquetá
3058,Brasil,Minas Gerais,Pará de Minas,BrasilMinas GeraisPará de Minas
3059,Brasil,Rio de Janeiro,Paracambi,BrasilRio de JaneiroParacambi
3060,Brasil,Minas Gerais,Paracatu,BrasilMinas GeraisParacatu
3061,Brasil,Ceará,Paracuru,BrasilCearáParacuru
3062,Brasil,Pará,Paragominas,BrasilParáParagominas
3063,Brasil,Minas Gerais,Paraguaçu,BrasilMinas GeraisParaguaçu
3064,Brasil,São Paulo,Paraguaçu Paulista,BrasilSão PauloParaguaçu Paulista
3065,Brasil,Rio Grande do Sul,Paraí,BrasilRio Grande do SulParaí
3066,Brasil,Rio de Janeiro,Paraíba do Sul,BrasilRio de JaneiroParaíba do Sul
3067,Brasil,Maranhão,Paraibano,BrasilMaranhãoParaibano
3068,Brasil,Ceará,Paraipaba,BrasilCearáParaipaba
3069,Brasil,Santa Catarina,Paraíso,BrasilSanta CatarinaParaíso
3070,Brasil,Mato Grosso do Sul,Paraíso das Águas,BrasilMato Grosso do SulParaíso das Águas
3071,Brasil,Paraná,Paraíso do Norte,BrasilParanáParaíso do Norte
3072,Brasil,Rio Grande do Sul,Paraíso do Sul,BrasilRio Grande do SulParaíso do Sul
3073,Brasil,Tocantins,Paraíso do Tocantins,BrasilTocantinsParaíso do Tocantins
