ID_Local,País,UF,Cidade,Codigo
0,Sem informação,Sem informação,Sem informação,Sem informaçãoSem informaçãoSem informação
1,África do Sul,,Bothaville,África do SulBothaville
2,África do Sul,,Cidade do Cabo,África do SulCidade do Cabo
3,África do Sul,,Durban,África do SulDurban
4,África do Sul,,Hermanus,África do SulHermanus
5,África do Sul,,Johannesburg,África do SulJohannesburg
6,África do Sul,,Pretória,África do SulPretória
7,Albânia,,Tirana,AlbâniaTirana
8,Alemanha,,Aachen,AlemanhaAachen
9,Alemanha,,Berlim,AlemanhaBerlim
10,Alemanha,,Bonn,AlemanhaBonn
11,Alemanha,,Bremen,AlemanhaBremen
12,Alemanha,,Cologne,AlemanhaCologne
13,Alemanha,,Colônia - Renânia do Norte,AlemanhaColônia - Renânia do Norte
14,Alemanha,,Dortmund,AlemanhaDortmund
15,Alemanha,,Erfurt,AlemanhaErfurt
16,Alemanha,,Frankfurt,AlemanhaFrankfurt
17,Alemanha,,Freiburg,AlemanhaFreiburg
18,Alemanha,,Göttingen,AlemanhaGöttingen
19,Alemanha,,Gronau,AlemanhaGronau
20,Alemanha,,Hamburgo,AlemanhaHamburgo
21,Alemanha,,Hannover,AlemanhaHannover
22,Alemanha,,Heidelberg,AlemanhaHeidelberg
23,Alemanha,,Jülich,AlemanhaJülich
24,Alemanha,,Leipzig - Saxônia,AlemanhaLeipzig - Saxônia
25,Alemanha,,Mönchengladbach,AlemanhaMönchengladbach
26,Alemanha,,Munique,AlemanhaMunique
27,Alemanha,,Münster,AlemanhaMünster
28,Alemanha,,Nuremberg,AlemanhaNuremberg
29,Alemanha,,Oldenburg,AlemanhaOldenburg
30,Alemanha,,Stuttgart,AlemanhaStuttgart
31,Alemanha,,Willich,AlemanhaWillich
32,Angola,,Luanda,AngolaLuanda
33,Angola,,Lubango,AngolaLubango
34,Angola,,Ondjiva,AngolaOndjiva
35,Antártica,,Estação Antártica Comandante Ferraz,AntárticaEstação Antártica Comandante Ferraz
36,Antígua e Barbuda,,Saint John's,Antígua e BarbudaSaint John's
37,Arábia Saudita,,Jedá,Arábia SauditaJedá
38,Arábia Saudita,,Riad,Arábia SauditaRiad
39,Argélia,,Argel,ArgéliaArgel
40,Argentina,,Bernardo de Irigoyen,ArgentinaBernardo de Irigoyen
41,Argentina,,Buenos Aires,ArgentinaBuenos Aires
42,Argentina,,Comodoro Rivadavia,ArgentinaComodoro Rivadavia
43,Argentina,,Cordoba,ArgentinaCordoba
44,Argentina,,Corrientes,ArgentinaCorrientes
45,Argentina,,Eldorado,ArgentinaEldorado
46,Argentina,,General Belgrano,ArgentinaGeneral Belgrano
47,Argentina,,Jujuy,ArgentinaJujuy
48,Argentina,,La Plata,ArgentinaLa Plata
49,Argentina,,La Rioja,ArgentinaLa Rioja
50,Argentina,,Mar Del Plata,ArgentinaMar Del Plata
51,Argentina,,Mendoza,ArgentinaMendoza
52,Argentina,,Neuquén,ArgentinaNeuquén
53,Argentina,,Paraná,ArgentinaParaná
54,Argentina,,Posadas - Misiones,ArgentinaPosadas - Misiones
55,Argentina,,Puerto Iguazu,ArgentinaPuerto Iguazu
56,Argentina,,Salta,ArgentinaSalta
57,Argentina,,San Juan,ArgentinaSan Juan
58,Argentina,,San Luis,ArgentinaSan Luis
59,Argentina,,San Miguel de Tucumán,ArgentinaSan Miguel de Tucumán
60,Argentina,,San Pedro,ArgentinaSan Pedro
61,Argentina,,San Vicente - Misiones,ArgentinaSan Vicente - Misiones
62,Argentina,,Santa Fé,ArgentinaSanta Fé
63,Argentina,,Tolhuin,ArgentinaTolhuin
64,Argentina,,Ushuaia,ArgentinaUshuaia
65,Argentina,,Villa María,ArgentinaVilla María
66,Armênia,,Iereván,ArmêniaIereván
67,Austrália,,Canberra,AustráliaCanberra
68,Austrália,,Darwin,AustráliaDarwin
69,Austrália,,Gold Coast,AustráliaGold Coast
70,Austrália,,Melbourne,AustráliaMelbourne
71,Austrália,,Perth,AustráliaPerth
72,Austrália,,Sydney,AustráliaSydney
73,Áustria,,Innsbruck,ÁustriaInnsbruck
74,Áustria,,Salzburgo,ÁustriaSalzburgo
75,Áustria,,Viena,ÁustriaViena
76,Azerbaidjão,,Baku,AzerbaidjãoBaku
77,Bahamas,,Nassau,BahamasNassau
78,Bangladesh,,Daca,BangladeshDaca
79,Barbados,,Bridgetown,BarbadosBridgetown
80,Bareine,,Manama,BareineManama
81,Bélgica,,Bruxelas,BélgicaBruxelas
82,Bélgica,,Charleroi,BélgicaCharleroi
83,Bélgica,,WAVRE,BélgicaWAVRE
84,Belize,,Belize,BelizeBelize
85,Belize,,Belmopan,BelizeBelmopan
86,Benin,,Cotonou,BeninCotonou
87,Bolívia,,Cochabamba,BolíviaCochabamba
88,Bolívia,,La Paz,BolíviaLa Paz
89,Bolívia,,Santa Cruz,BolíviaSanta Cruz
90,Bolívia,,Santa Cruz de la Sierra,BolíviaSanta Cruz de la Sierra
91,Bósnia-Herzegóvina,,Sarajevo,Bósnia-HerzegóvinaSarajevo
92,Brasil,Minas Gerais,Abadia dos Dourados,BrasilMinas GeraisAbadia dos Dourados
93,Brasil,Goiás,Abadiânia,BrasilGoiásAbadiânia
94,Brasil,Minas Gerais,Abaeté,BrasilMinas GeraisAbaeté
95,Brasil,Pará,Abaetetuba,BrasilParáAbaetetuba
96,Brasil,Ceará,Abaiara,BrasilCearáAbaiara
97,Brasil,Bahia,Abaré,BrasilBahiaAbaré
98,Brasil,Paraná,Abatiá,BrasilParanáAbatiá
99,Brasil,Pará,Abel Figueiredo,BrasilParáAbel Figueiredo
100,Brasil,Santa Catarina,Abelardo Luz,BrasilSanta CatarinaAbelardo Luz
101,Brasil,Minas Gerais,Abre Campo,BrasilMinas GeraisAbre Campo
102,Brasil,Pernambuco,Abreu e Lima,BrasilPernambucoAbreu e Lima
103,Brasil,Tocantins,Abreulândia,BrasilTocantinsAbreulândia
104,Brasil,Minas Gerais,Acaiaca,BrasilMinas GeraisAcaiaca
105,Brasil,Maranhão,Açailândia,BrasilMaranhãoAçailândia
106,Brasil,Bahia,Acajutiba,BrasilBahiaAcajutiba
107,Brasil,Pará,Acará,BrasilParáAcará
108,Brasil,Ceará,Acarapé,BrasilCearáAcarapé
109,Brasil,Ceará,Acaraú,BrasilCearáAcaraú
110,Brasil,Rio Grande do Norte,Acari,BrasilRio Grande do NorteAcari
111,Brasil,Piauí,Acauã,BrasilPiauíAcauã
112,Brasil,Rio Grande do Sul,Acégua,BrasilRio Grande do SulAcégua
113,Brasil,Ceará,Acopiara,BrasilCearáAcopiara
114,Brasil,Mato Grosso,Acorizal,BrasilMato GrossoAcorizal
115,Brasil,Acre,Acrelândia,BrasilAcreAcrelândia
116,Brasil,Goiás,Acreúna,BrasilGoiásAcreúna
117,Brasil,Rio Grande do Norte,Açu,BrasilRio Grande do NorteAçu
118,Brasil,Minas Gerais,Açucena,BrasilMinas GeraisAçucena
119,Brasil,São Paulo,Adamantina,BrasilSão PauloAdamantina
120,Brasil,Goiás,Adelândia,BrasilGoiásAdelândia
121,Brasil,Paraná,Adrianópolis,BrasilParanáAdrianópolis
122,Brasil,Bahia,Adustina,BrasilBahiaAdustina
123,Brasil,Pernambuco,Afogados da Ingazeira,BrasilPernambucoAfogados da Ingazeira
124,Brasil,Rio Grande do Norte,Afonso Bezerra,BrasilRio Grande do NorteAfonso Bezerra
125,Brasil,Espírito Santo,Afonso Cláudio,BrasilEspírito SantoAfonso Cláudio
126,Brasil,Maranhão,Afonso Cunha,BrasilMaranhãoAfonso Cunha
127,Brasil,Pernambuco,Afrânio,BrasilPernambucoAfrânio
128,Brasil,Pará,Afuá,BrasilParáAfuá
129,Brasil,Pernambuco,Agrestina,BrasilPernambucoAgrestina
130,Brasil,Santa Catarina,Agrolândia,BrasilSanta CatarinaAgrolândia
131,Brasil,Pará,Água Azul do Norte,BrasilParáÁgua Azul do Norte
132,Brasil,Mato Grosso,Água Boa,BrasilMato GrossoÁgua Boa
133,Brasil,Minas Gerais,Água Boa,BrasilMinas GeraisÁgua Boa
134,Brasil,Alagoas,Água Branca,BrasilAlagoasÁgua Branca
135,Brasil,Piauí,Água Branca,BrasilPiauíÁgua Branca
136,Brasil,Paraíba,Água Branca,BrasilParaíbaÁgua Branca
137,Brasil,Mato Grosso do Sul,Água Clara,BrasilMato Grosso do SulÁgua Clara
138,Brasil,Espírito Santo,Água Doce do Norte,BrasilEspírito SantoÁgua Doce do Norte
139,Brasil,Bahia,Água Fria,BrasilBahiaÁgua Fria
140,Brasil,Rio Grande do Norte,Água Nova,BrasilRio Grande do NorteÁgua Nova
141,Brasil,Pernambuco,Água Preta,BrasilPernambucoÁgua Preta
142,Brasil,Rio Grande do Sul,Água Santa,BrasilRio Grande do SulÁgua Santa
143,Brasil,São Paulo,Aguaí,BrasilSão PauloAguaí
144,Brasil,Pernambuco,Águas Belas,BrasilPernambucoÁguas Belas
145,Brasil,São Paulo,Águas da Prata,BrasilSão PauloÁguas da Prata
146,Brasil,Santa Catarina,Águas de Chapecó,BrasilSanta CatarinaÁguas de Chapecó
147,Brasil,São Paulo,Águas de Lindóia,BrasilSão PauloÁguas de Lindóia
148,Brasil,São Paulo,Águas de Santa Bárbara,BrasilSão PauloÁguas de Santa Bárbara
149,Brasil,São Paulo,Águas de São Pedro,BrasilSão PauloÁguas de São Pedro
150,Brasil,Minas Gerais,Águas Formosas,BrasilMinas GeraisÁguas Formosas
151,Brasil,Goiás,Águas Lindas de Goiás,BrasilGoiásÁguas Lindas de Goiás
152,Brasil,Minas Gerais,Águas Vermelhas,BrasilMinas GeraisÁguas Vermelhas
153,Brasil,Rio Grande do Sul,Agudo,BrasilRio Grande do SulAgudo
154,Brasil,São Paulo,Agudos,BrasilSão PauloAgudos
155,Brasil,Paraná,Agudos do Sul,BrasilParanáAgudos do Sul
156,Brasil,Espírito Santo,Águia Branca,BrasilEspírito SantoÁguia Branca
157,Brasil,Paraíba,Aguiar,BrasilParaíbaAguiar
158,Brasil,Tocantins,Aguiarnópolis,BrasilTocantinsAguiarnópolis
159,Brasil,Minas Gerais,Aimorés,BrasilMinas GeraisAimorés
160,Brasil,Bahia,Aiquara,BrasilBahiaAiquara
161,Brasil,Ceará,Aiuaba,BrasilCearáAiuaba
162,Brasil,Minas Gerais,Aiuruoca,BrasilMinas GeraisAiuruoca
163,Brasil,Minas Gerais,Alagoa,BrasilMinas GeraisAlagoa
164,Brasil,Paraíba,Alagoa Grande,BrasilParaíbaAlagoa Grande
165,Brasil,Pernambuco,Alagoinha,BrasilPernambucoAlagoinha
166,Brasil,Bahia,Alagoinhas,BrasilBahiaAlagoinhas
167,Brasil,São Paulo,Alambari,BrasilSão PauloAlambari
168,Brasil,Minas Gerais,Albertina,BrasilMinas GeraisAlbertina
169,Brasil,Maranhão,Alcântara,BrasilMaranhãoAlcântara
170,Brasil,Ceará,Alcântaras,BrasilCearáAlcântaras
171,Brasil,Paraíba,Alcantil,BrasilParaíbaAlcantil
172,Brasil,Mato Grosso do Sul,Alcinópolis,BrasilMato Grosso do SulAlcinópolis
173,Brasil,Bahia,Alcobaça,BrasilBahiaAlcobaça
174,Brasil,Maranhão,Aldeias Altas,BrasilMaranhãoAldeias Altas
175,Brasil,Rio Grande do Sul,Alecrim,BrasilRio Grande do SulAlecrim
176,Brasil,Espírito Santo,Alegre,BrasilEspírito SantoAlegre
177,Brasil,Rio Grande do Sul,Alegrete,BrasilRio Grande do SulAlegrete
178,Brasil,Piauí,Alegrete do Piauí,BrasilPiauíAlegrete do Piauí
179,Brasil,Minas Gerais,Além Paraíba,BrasilMinas GeraisAlém Paraíba
180,Brasil,Pará,Alenquer,BrasilParáAlenquer
181,Brasil,Rio Grande do Norte,Alexandria,BrasilRio Grande do NorteAlexandria
182,Brasil,Goiás,Alexânia,BrasilGoiásAlexânia
183,Brasil,Minas Gerais,Alfenas,BrasilMinas GeraisAlfenas
184,Brasil,Espírito Santo,Alfredo Chaves,BrasilEspírito SantoAlfredo Chaves
185,Brasil,São Paulo,Alfredo Marcondes,BrasilSão PauloAlfredo Marcondes
186,Brasil,Minas Gerais,Alfredo Vasconcelos,BrasilMinas GeraisAlfredo Vasconcelos
187,Brasil,Santa Catarina,Alfredo Wagner,BrasilSanta CatarinaAlfredo Wagner
188,Brasil,Paraíba,Algodão de Jandaíra,BrasilParaíbaAlgodão de Jandaíra
189,Brasil,Paraíba,Alhandra,BrasilParaíbaAlhandra
190,Brasil,Pernambuco,Aliança,BrasilPernambucoAliança
191,Brasil,Tocantins,Aliança do Tocantins,BrasilTocantinsAliança do Tocantins
192,Brasil,Tocantins,Almas,BrasilTocantinsAlmas
193,Brasil,Pará,Almeirim,BrasilParáAlmeirim
194,Brasil,Pará,Almeirim - Monte Dourado,BrasilParáAlmeirim - Monte Dourado
195,Brasil,Minas Gerais,Almenara,BrasilMinas GeraisAlmenara
196,Brasil,Rio Grande do Norte,Almino Afonso,BrasilRio Grande do NorteAlmino Afonso
197,Brasil,Paraná,Almirante Tamandaré,BrasilParanáAlmirante Tamandaré
198,Brasil,Rio Grande do Sul,Almirante Tamandaré do Sul,BrasilRio Grande do SulAlmirante Tamandaré do Sul
199,Brasil,Goiás,Aloândia,BrasilGoiásAloândia
200,Brasil,Rio Grande do Sul,Alpestre,BrasilRio Grande do SulAlpestre
201,Brasil,Minas Gerais,Alpinópolis,BrasilMinas GeraisAlpinópolis
202,Brasil,Mato Grosso,Alta Floresta,BrasilMato GrossoAlta Floresta
203,Brasil,Rondônia,Alta Floresta do Oeste,BrasilRondôniaAlta Floresta do Oeste
204,Brasil,Pará,Altamira,BrasilParáAltamira
205,Brasil,Pará,Altamira - Castelo de Sonhos,BrasilParáAltamira - Castelo de Sonhos
206,Brasil,Maranhão,Altamira do Maranhão,BrasilMaranhãoAltamira do Maranhão
207,Brasil,Ceará,Altaneira,BrasilCearáAltaneira
208,Brasil,Minas Gerais,Alterosa,BrasilMinas GeraisAlterosa
209,Brasil,Pernambuco,Altinho,BrasilPernambucoAltinho
210,Brasil,São Paulo,Altinópolis,BrasilSão PauloAltinópolis
211,Brasil,Roraima,Alto Alegre,BrasilRoraimaAlto Alegre
212,Brasil,São Paulo,Alto Alegre,BrasilSão PauloAlto Alegre
213,Brasil,Maranhão,Alto Alegre do Maranhão,BrasilMaranhãoAlto Alegre do Maranhão
214,Brasil,Maranhão,Alto Alegre do Pindaré,BrasilMaranhãoAlto Alegre do Pindaré
215,Brasil,Rondônia,Alto Alegre dos Parecis,BrasilRondôniaAlto Alegre dos Parecis
216,Brasil,Mato Grosso,Alto Araguaia,BrasilMato GrossoAlto Araguaia
217,Brasil,Santa Catarina,Alto Bela Vista,BrasilSanta CatarinaAlto Bela Vista
218,Brasil,Mato Grosso,Alto Boa Vista,BrasilMato GrossoAlto Boa Vista
219,Brasil,Minas Gerais,Alto Caparaó,BrasilMinas GeraisAlto Caparaó
220,Brasil,Rio Grande do Norte,Alto do Rodrigues,BrasilRio Grande do NorteAlto do Rodrigues
221,Brasil,Rio Grande do Sul,Alto Feliz,BrasilRio Grande do SulAlto Feliz
222,Brasil,Mato Grosso,Alto Garças,BrasilMato GrossoAlto Garças
223,Brasil,Goiás,Alto Horizonte,BrasilGoiásAlto Horizonte
224,Brasil,Minas Gerais,Alto Jequitibá,BrasilMinas GeraisAlto Jequitibá
225,Brasil,Piauí,Alto Longá,BrasilPiauíAlto Longá
226,Brasil,Mato Grosso,Alto Paraguai,BrasilMato GrossoAlto Paraguai
227,Brasil,Rondônia,Alto Paraíso,BrasilRondôniaAlto Paraíso
228,Brasil,Paraná,Alto Paraíso,BrasilParanáAlto Paraíso
229,Brasil,Goiás,Alto Paraíso de Goiás,BrasilGoiásAlto Paraíso de Goiás
230,Brasil,Goiás,Alto Paraíso de Goiás - São Jorge,BrasilGoiásAlto Paraíso de Goiás - São Jorge
231,Brasil,Paraná,Alto Paraná,BrasilParanáAlto Paraná
232,Brasil,Paraná,Alto Piquiri,BrasilParanáAlto Piquiri
233,Brasil,Minas Gerais,Alto Rio Doce,BrasilMinas GeraisAlto Rio Doce
234,Brasil,Espírito Santo,Alto Rio Novo,BrasilEspírito SantoAlto Rio Novo
235,Brasil,Ceará,Alto Santo,BrasilCearáAlto Santo
236,Brasil,Mato Grosso,Alto Taquari,BrasilMato GrossoAlto Taquari
237,Brasil,Paraná,Altônia,BrasilParanáAltônia
238,Brasil,Piauí,Altos,BrasilPiauíAltos
239,Brasil,Amazonas,Alvarães,BrasilAmazonasAlvarães
240,Brasil,Minas Gerais,Alvarenga,BrasilMinas GeraisAlvarenga
241,Brasil,São Paulo,Álvares Florence,BrasilSão PauloÁlvares Florence
242,Brasil,São Paulo,Álvares Machado,BrasilSão PauloÁlvares Machado
243,Brasil,São Paulo,Álvaro de Carvalho,BrasilSão PauloÁlvaro de Carvalho
244,Brasil,São Paulo,Alvinlândia,BrasilSão PauloAlvinlândia
245,Brasil,Rio Grande do Sul,Alvorada,BrasilRio Grande do SulAlvorada
246,Brasil,Tocantins,Alvorada,BrasilTocantinsAlvorada
247,Brasil,Minas Gerais,Alvorada de Minas,BrasilMinas GeraisAlvorada de Minas
248,Brasil,Piauí,Alvorada do Gurguéia,BrasilPiauíAlvorada do Gurguéia
249,Brasil,Goiás,Alvorada do Norte,BrasilGoiásAlvorada do Norte
250,Brasil,Rondônia,Alvorada do Oeste,BrasilRondôniaAlvorada do Oeste
251,Brasil,Paraná,Alvorada do Sul,BrasilParanáAlvorada do Sul
252,Brasil,Roraima,Amajari,BrasilRoraimaAmajari
253,Brasil,Mato Grosso do Sul,Amambaí,BrasilMato Grosso do SulAmambaí
254,Brasil,Amapá,Amapá,BrasilAmapáAmapá
255,Brasil,Pernambuco,Amaraji,BrasilPernambucoAmaraji
256,Brasil,Goiás,Amaralina,BrasilGoiásAmaralina
257,Brasil,Piauí,Amarante,BrasilPiauíAmarante
258,Brasil,Maranhão,Amarante do Maranhão,BrasilMaranhãoAmarante do Maranhão
259,Brasil,Bahia,Amargosa,BrasilBahiaAmargosa
260,Brasil,Amazonas,Amaturá,BrasilAmazonasAmaturá
261,Brasil,Bahia,Amélia Rodrigues,BrasilBahiaAmélia Rodrigues
262,Brasil,São Paulo,Americana,BrasilSão PauloAmericana
263,Brasil,São Paulo,Américo Brasiliense,BrasilSão PauloAmérico Brasiliense
264,Brasil,Rio Grande do Sul,Ametista do Sul,BrasilRio Grande do SulAmetista do Sul
265,Brasil,Ceará,Amontada,BrasilCearáAmontada
266,Brasil,São Paulo,Amparo,BrasilSão PauloAmparo
267,Brasil,Paraíba,Amparo,BrasilParaíbaAmparo
268,Brasil,Sergipe,Amparo de São Francisco,BrasilSergipeAmparo de São Francisco
269,Brasil,Paraná,Ampére,BrasilParanáAmpére
270,Brasil,Alagoas,Anadia,BrasilAlagoasAnadia
271,Brasil,Bahia,Anagé,BrasilBahiaAnagé
272,Brasil,Pará,Anajás,BrasilParáAnajás
273,Brasil,Maranhão,Anajatuba,BrasilMaranhãoAnajatuba
274,Brasil,São Paulo,Analândia,BrasilSão PauloAnalândia
275,Brasil,Amazonas,Anamã,BrasilAmazonasAnamã
276,Brasil,Tocantins,Ananás,BrasilTocantinsAnanás
277,Brasil,Pará,Ananindeua,BrasilParáAnanindeua
278,Brasil,Goiás,Anápolis,BrasilGoiásAnápolis
279,Brasil,Pará,Anapu,BrasilParáAnapu
280,Brasil,Maranhão,Anapurus,BrasilMaranhãoAnapurus
281,Brasil,Mato Grosso do Sul,Anastácio,BrasilMato Grosso do SulAnastácio
282,Brasil,Mato Grosso do Sul,Anaurilândia,BrasilMato Grosso do SulAnaurilândia
283,Brasil,Espírito Santo,Anchieta,BrasilEspírito SantoAnchieta
284,Brasil,Santa Catarina,Anchieta,BrasilSanta CatarinaAnchieta
285,Brasil,Bahia,Andaraí,BrasilBahiaAndaraí
286,Brasil,Paraná,Andirá,BrasilParanáAndirá
287,Brasil,Bahia,Andorinha,BrasilBahiaAndorinha
288,Brasil,Minas Gerais,Andradas,BrasilMinas GeraisAndradas
289,Brasil,São Paulo,Andradina,BrasilSão PauloAndradina
290,Brasil,Minas Gerais,Andrelândia,BrasilMinas GeraisAndrelândia
291,Brasil,São Paulo,Angatuba,BrasilSão PauloAngatuba
292,Brasil,Mato Grosso do Sul,Angélica,BrasilMato Grosso do SulAngélica
293,Brasil,Pernambuco,Angelim,BrasilPernambucoAngelim
294,Brasil,Santa Catarina,Angelina,BrasilSanta CatarinaAngelina
295,Brasil,Bahia,Angical,BrasilBahiaAngical
296,Brasil,Piauí,Angical do Piauí,BrasilPiauíAngical do Piauí
297,Brasil,Tocantins,Angico,BrasilTocantinsAngico
298,Brasil,Rio Grande do Norte,Angicos,BrasilRio Grande do NorteAngicos
299,Brasil,Rio de Janeiro,Angra dos Reis,BrasilRio de JaneiroAngra dos Reis
300,Brasil,São Paulo,Anhumas,BrasilSão PauloAnhumas
301,Brasil,Goiás,Anicuns,BrasilGoiásAnicuns
302,Brasil,Piauí,Anísio de Abreu,BrasilPiauíAnísio de Abreu
303,Brasil,Santa Catarina,Anita Garibaldi,BrasilSanta CatarinaAnita Garibaldi
304,Brasil,Amazonas,Anori,BrasilAmazonasAnori
305,Brasil,Rio Grande do Sul,Anta Gorda,BrasilRio Grande do SulAnta Gorda
306,Brasil,Paraná,Antonina,BrasilParanáAntonina
307,Brasil,Ceará,Antonina do Norte,BrasilCearáAntonina do Norte
308,Brasil,Piauí,Antônio Almeida,BrasilPiauíAntônio Almeida
309,Brasil,Minas Gerais,Antônio Carlos,BrasilMinas GeraisAntônio Carlos
310,Brasil,Minas Gerais,Antônio Dias,BrasilMinas GeraisAntônio Dias
311,Brasil,Mato Grosso do Sul,Antônio João,BrasilMato Grosso do SulAntônio João
312,Brasil,Rio Grande do Norte,Antônio Martins,BrasilRio Grande do NorteAntônio Martins
313,Brasil,Paraná,Antônio Olinto,BrasilParanáAntônio Olinto
314,Brasil,Rio Grande do Sul,Antônio Prado,BrasilRio Grande do SulAntônio Prado
315,Brasil,São Paulo,Aparecida,BrasilSão PauloAparecida
316,Brasil,Paraíba,Aparecida,BrasilParaíbaAparecida
317,Brasil,Goiás,Aparecida de Goiânia,BrasilGoiásAparecida de Goiânia
318,Brasil,Goiás,Aparecida do Rio Doce,BrasilGoiásAparecida do Rio Doce
319,Brasil,Tocantins,Aparecida do Rio Negro,BrasilTocantinsAparecida do Rio Negro
320,Brasil,Mato Grosso do Sul,Aparecida do Taboado,BrasilMato Grosso do SulAparecida do Taboado
321,Brasil,Rio de Janeiro,Aperibé,BrasilRio de JaneiroAperibé
322,Brasil,Espírito Santo,Apiacá,BrasilEspírito SantoApiacá
323,Brasil,Mato Grosso,Apiacás,BrasilMato GrossoApiacás
324,Brasil,São Paulo,Apiaí,BrasilSão PauloApiaí
325,Brasil,Maranhão,Apicum-Açu,BrasilMaranhãoApicum-Açu
326,Brasil,Santa Catarina,Apiúna,BrasilSanta CatarinaApiúna
327,Brasil,Rio Grande do Norte,Apodi,BrasilRio Grande do NorteApodi
328,Brasil,Bahia,Aporá,BrasilBahiaAporá
329,Brasil,Goiás,Aporé,BrasilGoiásAporé
330,Brasil,Bahia,Apuarema,BrasilBahiaApuarema
331,Brasil,Paraná,Apucarana,BrasilParanáApucarana
332,Brasil,Amazonas,Apuí,BrasilAmazonasApuí
333,Brasil,Sergipe,Aquidabã,BrasilSergipeAquidabã
334,Brasil,Mato Grosso do Sul,Aquidauana,BrasilMato Grosso do SulAquidauana
335,Brasil,Ceará,Aquiraz,BrasilCearáAquiraz
336,Brasil,Santa Catarina,Arabutã,BrasilSanta CatarinaArabutã
337,Brasil,Paraíba,Araçagi,BrasilParaíbaAraçagi
338,Brasil,Sergipe,Aracaju,BrasilSergipeAracaju
339,Brasil,São Paulo,Araçariguama,BrasilSão PauloAraçariguama
340,Brasil,Ceará,Aracati,BrasilCearáAracati
341,Brasil,Bahia,Aracatú,BrasilBahiaAracatú
342,Brasil,São Paulo,Araçatuba,BrasilSão PauloAraçatuba
343,Brasil,Bahia,Araci,BrasilBahiaAraci
344,Brasil,Minas Gerais,Aracitaba,BrasilMinas GeraisAracitaba
345,Brasil,Ceará,Araçoiaba,BrasilCearáAraçoiaba
346,Brasil,Pernambuco,Araçoiaba,BrasilPernambucoAraçoiaba
347,Brasil,São Paulo,Araçoiaba da Serra,BrasilSão PauloAraçoiaba da Serra
348,Brasil,Espírito Santo,Aracruz,BrasilEspírito SantoAracruz
349,Brasil,Minas Gerais,Araçuaí,BrasilMinas GeraisAraçuaí
350,Brasil,Goiás,Aragarças,BrasilGoiásAragarças
351,Brasil,Goiás,Aragoiânia,BrasilGoiásAragoiânia
352,Brasil,Tocantins,Aragominas,BrasilTocantinsAragominas
353,Brasil,Tocantins,Araguacema,BrasilTocantinsAraguacema
354,Brasil,Tocantins,Araguaçu,BrasilTocantinsAraguaçu
355,Brasil,Mato Grosso,Araguaia,BrasilMato GrossoAraguaia
356,Brasil,Mato Grosso,Araguaiana,BrasilMato GrossoAraguaiana
357,Brasil,Tocantins,Araguaína,BrasilTocantinsAraguaína
358,Brasil,Mato Grosso,Araguainha,BrasilMato GrossoAraguainha
359,Brasil,Maranhão,Araguanã,BrasilMaranhãoAraguanã
360,Brasil,Tocantins,Araguanã,BrasilTocantinsAraguanã
361,Brasil,Goiás,Araguapaz,BrasilGoiásAraguapaz
362,Brasil,Minas Gerais,Araguari,BrasilMinas GeraisAraguari
363,Brasil,Tocantins,Araguatins,BrasilTocantinsAraguatins
364,Brasil,Maranhão,Araioses,BrasilMaranhãoAraioses
365,Brasil,Mato Grosso do Sul,Aral Moreira,BrasilMato Grosso do SulAral Moreira
366,Brasil,Bahia,Aramari,BrasilBahiaAramari
367,Brasil,Rio Grande do Sul,Arambaré,BrasilRio Grande do SulArambaré
368,Brasil,Maranhão,Arame,BrasilMaranhãoArame
369,Brasil,São Paulo,Arandu,BrasilSão PauloArandu
370,Brasil,Alagoas,Arapiraca,BrasilAlagoasArapiraca
371,Brasil,Tocantins,Arapoema,BrasilTocantinsArapoema
372,Brasil,Paraná,Arapongas,BrasilParanáArapongas
373,Brasil,Minas Gerais,Araporã,BrasilMinas GeraisAraporã
374,Brasil,Paraná,Arapoti,BrasilParanáArapoti
375,Brasil,Minas Gerais,Arapuá,BrasilMinas GeraisArapuá
376,Brasil,Mato Grosso,Araputanga,BrasilMato GrossoAraputanga
377,Brasil,Santa Catarina,Araquari,BrasilSanta CatarinaAraquari
378,Brasil,Paraíba,Arara,BrasilParaíbaArara
379,Brasil,Santa Catarina,Araranguá,BrasilSanta CatarinaAraranguá
380,Brasil,São Paulo,Araraquara,BrasilSão PauloAraraquara
381,Brasil,São Paulo,Araras,BrasilSão PauloAraras
382,Brasil,Maranhão,Arari,BrasilMaranhãoArari
383,Brasil,Ceará,Araripe,BrasilCearáAraripe
384,Brasil,Pernambuco,Araripina,BrasilPernambucoAraripina
385,Brasil,Rio de Janeiro,Araruama,BrasilRio de JaneiroAraruama
386,Brasil,Paraíba,Araruna,BrasilParaíbaAraruna
387,Brasil,Bahia,Arataca,BrasilBahiaArataca
388,Brasil,Rio Grande do Sul,Aratiba,BrasilRio Grande do SulAratiba
389,Brasil,Ceará,Aratuba,BrasilCearáAratuba
390,Brasil,Bahia,Aratuípe,BrasilBahiaAratuípe
391,Brasil,Sergipe,Arauá,BrasilSergipeArauá
392,Brasil,Paraná,Araucária,BrasilParanáAraucária
393,Brasil,Minas Gerais,Araújos,BrasilMinas GeraisAraújos
394,Brasil,Minas Gerais,Araxá,BrasilMinas GeraisAraxá
395,Brasil,São Paulo,Arco-Íris,BrasilSão PauloArco-Íris
396,Brasil,Minas Gerais,Arcos,BrasilMinas GeraisArcos
